id_cliente,tipo_cliente,documento,data_cadastro,cidade,uf,segmento,score_credito,renda_mensal,id_proposta,data_proposta,canal_origem,produto_credito,valor_solicitado,prazo_meses,taxa_mensal_solicitada,status_proposta,motivo_recusa,qtd_contratos,flag_tem_contrato,data_primeira_contratacao,data_ultima_contratacao,valor_liberado_total,taxa_mensal_final_media,prazo_final_meses_medio,status_contratos,canais_originacao,produtos_credito_finais,qtd_parcelas,primeiro_vencimento,ultimo_vencimento,valor_parcelas_total,valor_principal_total,valor_juros_total,status_parcelas,qtd_pagamentos,data_primeiro_pagamento,data_ultimo_pagamento,valor_pago_total,valor_multa_total,valor_juros_mora_total,valor_desconto_total,indice_liberado_sobre_solicitado,indice_credito_sobre_renda,dias_proposta_ate_contratacao,valor_mora_total
10123.0,PF,24451076226,2025-05-17,Rio de Janeiro,RJ,Premium,443.0,5795.05,200478,2025-06-22,Indicação,Parcelado,5553.20,6,0.069000,APROVADA,,1,1,2025-06-30,2025-06-30,4533.69,0.0785000000,12.0,ATIVO,Indicação,Parcelado,12,2025-07-30,2026-06-25,4566.28,3853.68,680.04,ABERTA | ATRASADA | PAGA,9,2025-08-01,2026-07-15,2979.55,3.96,1.13,2.23,0.8164,0.7823,8.0,5.09
10398.0,PJ,14766072832684,2025-11-30,Florianópolis,SC,MEI,403.0,6176.82,200479,2025-06-18,Televendas,Parcelado,24907.02,12,0.089400,APROVADA,,1,1,2025-06-29,2025-06-29,26669.64,0.1062000000,6.0,CANCELADO,Televendas,Parcelado,6,2025-07-29,2025-12-26,26376.04,22669.20,4000.44,ABERTA | ATRASADA,4,2025-10-27,2025-12-31,17154.60,76.59,138.55,0.00,1.0708,4.3177,11.0,215.14
10280.0,PJ,,2025-10-07,São Paulo,SP,Mass Market,538.0,11045.30,200480,2025-01-06,WhatsApp,Capital de Giro,17752.74,9,0.110100,APROVADA,,1,1,2025-01-16,2025-01-16,12494.87,0.0707000000,24.0,ATIVO,WhatsApp,Capital de Giro,12,2025-02-15,2026-01-11,12623.72,10620.60,1874.28,ABERTA | ATRASADA | PAGA,13,2025-03-18,2026-01-16,11406.40,16.32,18.71,11.37,0.7038,1.1312,10.0,35.03
10291.0,PF,3850506413,2024-02-03,Porto Alegre,RS,Mass Market,484.0,1412.28,200481,2025-06-05,Televendas,Capital de Giro,10457.21,6,0.029500,APROVADA,,1,1,2025-06-07,2025-06-07,27009.19,0.0752000000,12.0,ATIVO,Televendas,Capital de Giro,12,2025-07-07,2026-06-02,26849.77,22957.80,4051.32,ABERTA | ATRASADA | PAGA,9,2025-07-27,2026-05-08,15362.70,14.33,40.33,0.00,2.5828,19.1245,2.0,54.66
10202.0,PF,83982258713,2024-07-29,Porto Alegre,RS,PME,480.0,4328.64,200482,2025-11-14,Indicação,Parcelado,24184.11,24,0.020700,APROVADA,,1,1,2025-11-19,2025-11-19,28622.94,0.0392000000,9.0,ATIVO,Indicação,Parcelado,9,2025-12-19,2026-08-16,28552.07,24329.52,4293.45,ATRASADA | PAGA,10,2025-12-19,2026-08-18,28285.46,3.44,63.45,4.11,1.1835,6.6125,5.0,66.89
10050.0,PJ,66587603669096,2025-05-09,São Paulo,SP,Mass Market,341.0,5415.53,200483,2025-04-01,Loja Parceira,Capital de Giro,7772.34,18,0.016900,APROVADA,,1,1,2025-04-06,2025-04-06,7851.51,0.0781000000,18.0,ATIVO,Loja Parceira,Capital de Giro,9,2025-05-06,2026-01-01,7838.23,6673.77,1177.74,ABERTA | ATRASADA | PAGA,11,2025-05-07,2026-01-01,6862.32,28.94,1.08,15.03,1.0102,1.4498,5.0,30.02
10270.0,PJ,24241541520643,2025-09-10,Curitiba,PR,Emergente,551.0,5221.76,200484,2025-06-08,Loja Parceira,Antecipação,29292.96,9,0.030100,APROVADA,,1,1,2025-06-15,2025-06-15,27282.24,0.0229000000,6.0,LIQUIDADO,Loja Parceira,Antecipação,6,2025-07-15,2025-12-12,27384.95,23189.88,4092.36,ABERTA | PAGA,3,2025-08-19,2025-11-17,13525.94,0.00,0.00,0.00,0.9314,5.2247,7.0,0.00
10323.0,PF,46774186256,2025-01-15,Rio de Janeiro,RJ,Emergente,300.0,2434.85,200485,2025-03-22,Loja Parceira,Parcelado,10672.12,12,0.084100,APROVADA,,1,1,2025-04-01,2025-04-01,24556.89,0.0329000000,3.0,ATIVO,Loja Parceira,Parcelado,3,2025-05-01,2025-06-30,24352.48,20873.37,3683.52,PAGA,3,2025-05-02,2025-07-02,23340.38,0.00,0.00,0.00,2.3010,10.0856,10.0,0.00
10276.0,PJ,40438983640376,2024-12-28,Recife,PE,Premium,785.0,45088.42,200486,2025-12-04,Loja Parceira,Consignado,10450.67,6,0.091400,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10140.0,PJ,70653794738347,2025-10-02,São Paulo,SP,Emergente,459.0,3829.13,200487,2025-12-11,Loja Parceira,Parcelado,9701.40,24,0.097600,APROVADA,,1,1,2025-12-18,2025-12-18,22887.22,0.0929000000,9.0,CANCELADO,Loja Parceira,Parcelado,9,2026-01-17,2026-09-14,22973.25,19454.13,3433.05,ABERTA | ATRASADA,4,2026-05-17,2026-09-14,9850.22,86.44,66.12,0.00,2.3592,5.9771,7.0,152.56
10469.0,PJ,35031365024916,2024-04-26,Belo Horizonte,MG,Emergente,486.0,8615.53,200488,2025-11-29,App,Parcelado,4102.29,6,0.040600,APROVADA,,1,1,2025-12-06,2025-12-06,27861.75,0.0851000000,3.0,LIQUIDADO,App,Parcelado,3,2026-01-05,2026-03-06,27989.74,23682.48,4179.27,ABERTA | PAGA,2,2026-02-06,2026-02-14,9694.52,0.00,0.00,0.00,6.7918,3.2339,7.0,0.00
10274.0,PF,69731121965,2025-11-07,São Paulo,SP,Mass Market,548.0,2792.03,200489,2025-11-23,App,Parcelado,3778.55,3,0.047100,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10289.0,PF,51870534949,2025-03-25,São Paulo,SP,Emergente,300.0,3872.50,200490,2025-06-02,App,Parcelado,19619.10,12,0.065700,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10333.0,PF,74505444713,2024-04-18,Curitiba,PR,PME,544.0,15015.97,200491,2025-01-17,App,Consignado,26315.98,12,0.021600,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10380.0,PF,65472269848,2025-09-28,Recife,PE,MEI,302.0,2382.91,200492,2025-12-27,App,Parcelado,23820.36,12,0.079200,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10451.0,PF,69961125355,2024-02-17,Curitiba,PR,Mass Market,469.0,1635.00,200493,2025-09-24,App,Parcelado,4662.67,3,0.118300,APROVADA,,1,1,2025-10-06,2025-10-06,25957.65,0.0261000000,12.0,ATIVO,App,Parcelado,12,2025-11-05,2026-10-01,26041.88,22064.04,3893.64,ABERTA | PAGA,7,2025-11-07,2026-10-03,12763.63,0.00,0.00,27.57,5.5671,15.8762,12.0,0.00
10495.0,PF,59116655355,2024-08-27,Recife,PE,Emergente,482.0,800.00,200494,2025-07-03,Loja Parceira,Parcelado,16594.67,9,0.052900,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10372.0,PF,77517016608,2024-05-29,Recife,PE,MEI,669.0,4459.90,200495,2025-06-04,App,Capital de Giro,3614.95,12,0.094000,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10051.0,PJ,70546688937346,2025-09-29,Florianópolis,SC,Emergente,496.0,5299.46,200496,2025-05-24,Televendas,Capital de Giro,1836.19,6,0.067500,APROVADA,,1,1,2025-06-03,2025-06-03,26139.09,0.0486000000,9.0,ATIVO,Televendas,Capital de Giro,9,2025-07-03,2026-02-28,26372.69,22218.21,3920.85,ABERTA | ATRASADA | PAGA,8,2025-07-03,2026-03-01,20296.92,115.10,39.70,0.00,14.2355,4.9324,10.0,154.80
10493.0,PF,41686227837,2025-03-11,Salvador,BA,PME,699.0,5367.90,200497,2025-10-22,App,Parcelado,19863.38,24,0.028400,APROVADA,,1,1,2025-10-24,2025-10-24,29101.93,0.0898000000,12.0,ATIVO,App,Parcelado,12,2025-11-23,2026-10-19,28652.63,24736.68,4365.24,ABERTA | ATRASADA | PAGA,11,2025-12-28,2026-10-24,21359.24,55.27,10.79,67.72,1.4651,5.4215,2.0,66.06
10026.0,PF,9169985435,2025-11-04,Fortaleza,CE,MEI,555.0,9140.87,200498,2025-09-11,App,Parcelado,16286.99,6,0.076100,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10156.0,PF,28451154479,2025-11-01,Recife,PE,Mass Market,509.0,2551.08,200499,2025-02-05,WhatsApp,Antecipação,2919.70,12,0.046500,APROVADA,,1,1,2025-02-14,2025-02-14,22957.63,0.0637000000,12.0,ATIVO,WhatsApp,Antecipação,12,2025-03-16,2026-02-09,23181.85,19514.04,3443.64,ABERTA | PAGA,12,2025-04-15,2026-02-10,17066.85,0.00,0.00,0.00,7.8630,8.9992,9.0,0.00
10238.0,PF,66183982622,2025-04-27,Fortaleza,CE,MEI,674.0,8089.38,200500,2025-06-30,Loja Parceira,Parcelado,1530.71,18,0.018600,APROVADA,,1,1,2025-07-09,2025-07-09,22055.18,0.0793000000,9.0,ATIVO,Loja Parceira,Parcelado,9,2025-08-08,2026-04-05,21843.47,18746.91,3308.31,ABERTA | PAGA,5,2025-11-11,2026-03-06,11955.68,0.00,0.00,0.00,14.4085,2.7264,9.0,0.00
10155.0,PF,27758416169,2024-08-02,Curitiba,PR,Emergente,598.0,1836.43,200501,2025-01-31,App,Parcelado,29697.81,9,0.081700,APROVADA,,1,1,2025-02-09,2025-02-09,17090.16,0.0745000000,18.0,CANCELADO,App,Parcelado,9,2025-03-11,2025-11-06,17086.87,14526.63,2563.56,ABERTA | ATRASADA,2,2025-06-19,2025-07-10,3840.76,43.14,64.60,0.00,0.5755,9.3062,9.0,107.74
10290.0,PF,37597383206,2024-10-29,Recife,PE,Emergente,415.0,904.10,200502,2025-10-02,Televendas,Parcelado,1385.63,12,0.105200,APROVADA,,1,1,2025-10-03,2025-10-03,10691.10,0.0907000000,3.0,ATIVO,Televendas,Parcelado,3,2025-11-02,2026-01-01,10568.81,9087.42,1603.68,ABERTA | PAGA,2,2025-12-12,2026-01-11,6898.48,0.00,0.00,0.00,7.7157,11.8251,1.0,0.00
10135.0,PF,51518644925,2025-04-13,São Paulo,SP,Premium,715.0,13361.04,200503,2025-09-10,Televendas,Antecipação,13613.58,18,0.051200,APROVADA,,1,1,2025-09-12,2025-09-12,583.84,0.0528000000,12.0,ATIVO,Televendas,Antecipação,12,2025-10-12,2026-09-07,584.91,496.32,87.60,ABERTA | ATRASADA | PAGA,11,2025-12-12,2026-10-12,430.39,0.63,0.36,0.00,0.0429,0.0437,2.0,0.99
10143.0,PF,41247826137,2025-01-27,Goiânia,GO,MEI,474.0,2957.17,200504,2025-05-29,App,Parcelado,15386.26,6,0.056000,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10105.0,PF,58506431713,2025-04-19,Recife,PE,Premium,731.0,22948.96,200505,2025-03-21,App,Parcelado,3959.76,24,0.108600,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10419.0,PJ,84257991366210,2025-10-12,Fortaleza,CE,Emergente,568.0,10716.07,200506,2025-05-11,Indicação,Parcelado,5487.32,12,0.100400,APROVADA,,1,1,2025-05-14,2025-05-14,14542.61,0.0865000000,18.0,LIQUIDADO,Indicação,Parcelado,9,2025-06-13,2026-02-08,14546.83,12361.23,2181.42,ABERTA | PAGA,7,2025-06-13,2026-01-29,9714.46,0.00,0.00,0.00,2.6502,1.3571,3.0,0.00
10157.0,PJ,62757059640165,2025-05-18,Porto Alegre,RS,Mass Market,647.0,20210.04,200507,2025-03-29,Loja Parceira,Consignado,10878.25,9,0.090100,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10145.0,PF,30515220472,2024-01-29,Fortaleza,CE,Emergente,312.0,800.00,200508,2025-12-30,Loja Parceira,Parcelado,22969.44,12,0.041100,APROVADA,,1,1,2026-01-04,2026-01-04,1864.62,0.1075000000,18.0,ATIVO,Loja Parceira,Parcelado,9,2026-02-03,2026-10-01,1841.75,1584.90,279.72,ABERTA | PAGA,9,2026-02-03,2026-10-11,1187.52,0.00,0.00,0.61,0.0812,2.3308,5.0,0.00
10001.0,PJ,133890838637,2025-05-23,São Paulo,SP,Premium,410.0,13186.90,200509,2025-01-06,Televendas,Antecipação,15458.93,9,0.110600,APROVADA,,1,1,2025-01-13,2025-01-13,26977.09,0.0645000000,9.0,LIQUIDADO,Televendas,Antecipação,9,2025-02-12,2025-10-10,26890.82,22930.56,4046.58,ABERTA | PAGA,7,2025-03-24,2025-09-15,14658.14,0.00,0.00,0.00,1.7451,2.0457,7.0,0.00
10432.0,PF,46566938011,2024-03-08,Recife,PE,MEI,561.0,5643.04,200510,2025-09-01,App,Parcelado,19318.11,18,0.031200,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10076.0,PJ,71906594013990,2025-06-09,Florianópolis,SC,Emergente,437.0,5028.15,200511,2025-02-28,App,Parcelado,29562.65,18,0.080800,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10131.0,PF,77005411998,2024-10-14,Goiânia,GO,Mass Market,300.0,1951.22,200512,2025-06-17,App,Antecipação,23156.16,18,0.018000,RECUSADA,Renda insuficiente,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10089.0,PF,45961586578,2024-04-20,Fortaleza,CE,Emergente,430.0,5764.20,200513,2025-07-27,WhatsApp,Parcelado,13313.66,24,0.082600,RECUSADA,Política,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10344.0,PF,28309652074,2025-09-18,Curitiba,PR,Mass Market,478.0,1468.28,200514,2025-08-01,Loja Parceira,Antecipação,13670.04,18,0.044100,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10349.0,PF,17381684602,2024-09-28,Goiânia,GO,Premium,438.0,6724.91,200515,2025-12-22,WhatsApp,Consignado,18753.78,12,0.062200,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10458.0,PF,83174564240,2025-01-05,Salvador,BA,Mass Market,444.0,1239.82,200516,2025-06-18,App,Antecipação,20128.27,9,0.051300,APROVADA,,1,1,2025-06-24,2025-06-24,11326.45,0.0570000000,12.0,ATIVO,App,Antecipação,12,2025-07-24,2026-06-19,11396.41,9627.48,1698.96,ABERTA | ATRASADA | PAGA,7,2025-07-26,2026-06-21,5699.90,6.60,14.64,2.34,0.5627,9.1356,6.0,21.24
10262.0,PF,51713395962,2025-12-15,Recife,PE,Premium,512.0,9674.36,200517,2025-02-20,App,Parcelado,15270.97,12,0.033100,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10350.0,PF,23569725217,2025-08-28,São Paulo,SP,PME,517.0,13196.04,200518,2025-09-13,Loja Parceira,Antecipação,19523.41,3,0.080300,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10107.0,PJ,93352904228421,2024-10-09,Belo Horizonte,MG,Mass Market,476.0,27589.69,200519,2025-03-09,WhatsApp,Parcelado,1194.21,18,0.107600,RECUSADA,Documentação,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10073.0,PJ,97403447134936,2024-04-25,São Paulo,SP,Emergente,323.0,4077.26,200520,2025-11-14,Loja Parceira,Antecipação,13173.87,12,0.115700,APROVADA,,1,1,2025-11-14,2025-11-14,26818.51,0.0669000000,18.0,ATIVO,Loja Parceira,Antecipação,9,2025-12-14,2026-08-11,26816.08,22795.74,4022.82,ABERTA | PAGA,6,2025-12-24,2026-07-17,14944.23,0.00,0.00,0.00,2.0357,6.5776,0.0,0.00
10038.0,PF,19655698169,2024-07-07,Florianópolis,SC,MEI,445.0,1809.89,200521,2025-08-17,App,Capital de Giro,8728.67,3,0.035200,APROVADA,,1,1,2025-08-24,2025-08-24,5326.91,0.0528000000,9.0,LIQUIDADO,App,Capital de Giro,9,2025-09-23,2026-05-21,5283.50,4527.90,799.02,ABERTA | ATRASADA | PAGA,8,2025-09-28,2026-05-31,4062.12,8.88,5.02,5.57,0.6103,2.9432,7.0,13.90
10396.0,PJ,93466766506180,2024-04-24,Salvador,BA,Premium,319.0,13159.23,200522,2025-09-14,Televendas,Antecipação,4310.65,3,0.090300,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10158.0,PF,82029702135,2025-10-21,Goiânia,GO,MEI,478.0,2718.83,200523,2025-01-01,App,Parcelado,3436.62,9,0.084800,APROVADA,,1,1,2025-01-03,2025-01-03,4662.73,0.0368000000,9.0,ATIVO,App,Parcelado,8,2025-02-02,2025-08-31,4166.38,3522.96,621.68,ABERTA | ATRASADA | PAGA,9,2025-03-09,2025-09-02,3611.52,7.22,9.23,0.00,1.3568,1.7150,2.0,16.45
10070.0,PJ,41318699938677,2025-07-16,Porto Alegre,RS,Mass Market,533.0,33071.43,200524,2025-08-17,Indicação,Parcelado,18294.17,12,0.051100,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10446.0,PJ,43866322702672,2025-10-31,Salvador,BA,Premium,453.0,15415.88,200525,2025-05-21,App,Parcelado,15946.22,12,0.017000,APROVADA,,1,1,2025-05-30,2025-05-30,27846.16,0.0794000000,6.0,LIQUIDADO,App,Parcelado,6,2025-06-29,2025-11-26,27933.13,23669.22,4176.90,ABERTA | PAGA,4,2025-08-18,2025-12-16,13404.61,0.00,0.00,0.00,1.7463,1.8063,9.0,0.00
10311.0,PF,18515691545,2024-12-15,Porto Alegre,RS,MEI,455.0,2959.87,200526,2025-09-09,WhatsApp,Antecipação,7980.73,12,0.087400,APROVADA,,1,1,2025-09-21,2025-09-21,19981.41,0.0772000000,18.0,ATIVO,WhatsApp,Antecipação,9,2025-10-21,2026-06-18,19874.43,16984.17,2997.18,ABERTA | ATRASADA | PAGA,7,2025-11-25,2026-07-23,15278.72,84.85,15.94,22.99,2.5037,6.7508,12.0,100.79
10240.0,PJ,71543799371240,2025-02-21,Recife,PE,PME,557.0,26333.79,200527,2025-07-13,App,Parcelado,14393.03,12,0.114300,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10425.0,PF,69448695946,2024-05-24,Belo Horizonte,MG,Mass Market,389.0,1328.70,200528,2025-04-18,Indicação,Parcelado,15020.85,12,0.081400,APROVADA,,1,1,2025-04-27,2025-04-27,10650.23,0.0613000000,6.0,ATIVO,Indicação,Parcelado,6,2025-05-27,2025-10-24,10480.27,9052.68,1597.56,PAGA,8,2025-05-27,2025-10-25,10329.11,0.00,0.00,62.13,0.7090,8.0155,9.0,0.00
10444.0,PJ,59428434795527,2024-09-22,Florianópolis,SC,Premium,479.0,12157.55,200529,2025-10-02,Loja Parceira,Antecipação,6252.76,6,0.060700,APROVADA,,1,1,2025-10-12,2025-10-12,6159.17,0.0965000000,6.0,ATIVO,Loja Parceira,Antecipação,6,2025-11-11,2026-04-10,6051.64,5235.30,923.88,ABERTA | ATRASADA | PAGA,5,2026-01-11,2026-04-12,3965.51,38.83,22.59,18.47,0.9850,0.5066,10.0,61.42
10297.0,PF,3521356804,2024-07-04,Florianópolis,SC,Mass Market,618.0,2979.97,200530,2025-09-12,App,Capital de Giro,19736.75,6,0.070100,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10439.0,PF,37333433339,2024-12-09,São Paulo,SP,MEI,407.0,2992.62,200531,2025-08-11,App,Parcelado,23537.12,12,0.036000,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10035.0,PJ,25634216073375,2025-12-15,Salvador,BA,Mass Market,450.0,5014.20,200532,2025-07-29,App,Capital de Giro,23848.17,12,0.093800,APROVADA,,1,1,2025-08-10,2025-08-10,8081.26,0.0529000000,9.0,ATIVO,App,Capital de Giro,9,2025-09-09,2026-05-07,7941.68,6869.07,1212.21,ABERTA | ATRASADA | PAGA,8,2025-09-09,2026-05-07,6929.36,4.75,12.67,0.00,0.3389,1.6117,12.0,17.42
10083.0,PF,27484677378,2025-12-02,Belo Horizonte,MG,PME,578.0,6673.50,200533,2025-03-17,App,Parcelado,18272.86,3,0.093400,PENDENTE,,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10451.0,PF,69961125355,2024-02-17,Curitiba,PR,Mass Market,469.0,1635.00,200534,2025-09-07,Indicação,Parcelado,15593.34,9,0.030300,APROVADA,,1,1,2025-09-14,2025-09-14,3392.71,0.0884000000,9.0,ATIVO,Indicação,Parcelado,9,2025-10-14,2026-06-11,3421.62,2883.78,508.95,ABERTA | ATRASADA | PAGA,8,2025-10-15,2026-05-13,2643.97,6.62,2.54,0.00,0.2176,2.0751,7.0,9.16
10373.0,PF,80199488375,2024-01-27,Salvador,BA,Emergente,480.0,1593.54,200535,2025-08-14,App,Parcelado,2299.71,6,0.107200,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10262.0,PF,51713395962,2025-12-15,Recife,PE,Premium,512.0,9674.36,200536,2025-05-03,WhatsApp,Parcelado,8991.02,12,0.043300,APROVADA,,1,1,2025-05-12,2025-05-12,1396.20,0.0934000000,9.0,ATIVO,WhatsApp,Parcelado,9,2025-06-11,2026-02-06,1422.08,1186.74,209.43,ABERTA | ATRASADA | PAGA,6,2025-07-16,2026-02-07,941.74,4.49,2.24,2.64,0.1553,0.1443,9.0,6.73
10309.0,PF,1039308705,2025-08-31,Recife,PE,Mass Market,341.0,1776.72,200537,2025-12-06,Loja Parceira,Parcelado,3251.51,9,0.118100,RECUSADA,Score baixo,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10384.0,PF,20438057198,2025-07-13,Recife,PE,Emergente,585.0,1817.58,200538,2025-07-07,WhatsApp,Capital de Giro,28932.78,12,0.055200,APROVADA,,1,1,2025-07-13,2025-07-13,7306.66,0.0511000000,6.0,ATIVO,WhatsApp,Capital de Giro,6,2025-08-12,2026-01-09,7198.70,6210.66,1096.02,ATRASADA | PAGA,7,2025-08-13,2026-01-10,7129.73,31.20,11.48,0.00,0.2525,4.0200,6.0,42.68
10171.0,PF,78447364710,2025-10-16,Rio de Janeiro,RJ,Emergente,467.0,814.74,200539,2025-11-28,App,Parcelado,4484.86,18,0.033700,APROVADA,,1,1,2025-12-07,2025-12-07,14887.71,0.0491000000,9.0,ATIVO,App,Parcelado,9,2026-01-06,2026-09-03,14737.37,12654.54,2233.17,ABERTA | ATRASADA | PAGA,5,2026-01-26,2026-08-09,8123.26,38.55,20.85,5.74,3.3195,18.2730,9.0,59.40
10375.0,PF,11305548851,2025-09-23,Goiânia,GO,Premium,497.0,5023.30,200540,2025-05-13,App,Parcelado,4977.37,9,0.051900,APROVADA,,1,1,2025-05-25,2025-05-25,3482.11,0.0511000000,12.0,ATIVO,App,Parcelado,12,2025-06-24,2026-05-20,3547.25,2959.80,522.36,ABERTA | ATRASADA | PAGA,7,2025-07-25,2026-06-09,2002.45,9.50,4.45,0.00,0.6996,0.6932,12.0,13.95
10172.0,PF,27677359255,2025-10-15,Rio de Janeiro,RJ,Emergente,591.0,1533.57,200541,2025-01-19,WhatsApp,Consignado,26742.51,24,0.061200,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10361.0,PF,56420873753,2024-04-22,Rio de Janeiro,RJ,Mass Market,379.0,1977.22,200542,2025-05-20,Indicação,Parcelado,28345.88,12,0.022300,APROVADA,,1,1,2025-05-21,2025-05-21,27833.16,0.0182000000,6.0,ATIVO,Indicação,Parcelado,6,2025-06-20,2025-11-17,27599.26,23658.18,4174.98,ATRASADA | PAGA,6,2025-06-22,2025-12-22,27204.44,125.55,70.50,0.00,0.9819,14.0769,1.0,196.05
10046.0,PF,70831727889,2024-10-13,Florianópolis,SC,Mass Market,436.0,3344.68,200543,2025-06-19,App,Parcelado,23091.96,12,0.075700,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10378.0,PJ,27080869782922,2024-02-02,Fortaleza,CE,Mass Market,508.0,12925.17,200544,2025-01-15,App,Antecipação,659.45,18,0.077800,RECUSADA,Fraude,0,0,,,0.00,,,,,,0,,,0.00,0.00,0.00,,0,,,0.00,0.00,0.00,0.00,0.0000,0.0000,,0.00
10140.0,PJ,70653794738347,2025-10-02,São Paulo,SP,Emergente,459.0,3829.13,200545,2025-05-14,Loja Parceira,Consignado,539.71,12,0.092600,APROVADA,,1,1,2025-05-14,2025-05-14,12528.31,0.0367000000,24.0,ATIVO,Loja Parceira,Consignado,12,2025-06-13,2026-05-09,12652.66,10649.04,1879.20,ABERTA | ATRASADA | PAGA,10,2025-06-15,2026-05-19,10467.26,4.84,3.80,0.00,23.2130,3.2718,0.0,8.64
